route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order,continuous_pickup,continuous_drop_off
A224,A,N1,"Ж.К. ЛЮЛИН-1,2 - Ж.К. МЛАДОСТ-4 - Ж.К. ЛЮЛИН-1,2",,3,,000000,FFFFFF,,,
TB44,A,6TM,ЦЕНТРАЛНА ГАРА - КВ. ОБЕЛЯ - ЦЕНТРАЛНА ГАРА,,11,,27AAE1,FFFFFF,,,
TB27,A,1А,НДК - ВМА - НДК,,11,,27AAE1,FFFFFF,,,
A182,A,384,ж.к. Дружба 2 - Летище София Терминал 2 - ж.к. Дружба 2,,3,,BE1E2D,FFFFFF,,,
A34,A,117,АВТОСТАНЦИЯ ИЗТОК - ГРАД БУХОВО - АВТОСТАНЦИЯ ИЗТОК,,3,,BE1E2D,FFFFFF,,,
A87,A,305,ЦЕНТРАЛНА ГАРА - КУЛИНАРЕН К-Т ПЕЙФИЛ - ЦЕНТРАЛНА ГАРА,,3,,BE1E2D,FFFFFF,,,
A74,A,8,СЕЛО КРИВИНА - СЕЛО ГЕРМАН - СЕЛО КРИВИНА,,3,,BE1E2D,FFFFFF,,,
A205,A,505,ПЛ. ОРЛОВ МОСТ - Парк музей Врана - ПЛ. ОРЛОВ МОСТ,,3,,BE1E2D,FFFFFF,,,
TB8,A,9,УЛ. ПОП БОГОМИЛ - Ж.К. БОРОВО - УЛ. ПОП БОГОМИЛ,,11,,27AAE1,FFFFFF,,,
A193,A,47,МЕТРОСТАНЦИЯ СЛИВНИЦА - Кв. Градоман - МЕТРОСТАНЦИЯ СЛИВНИЦА,,3,,BE1E2D,FFFFFF,,,
A217,A,304,НИМ-ВРЕМЕННА - Ж.К. ДРУЖБА-2 - НИМ-ВРЕМЕННА,,3,,BE1E2D,FFFFFF,,,
A41,A,18,Станция Орландовци - Мелницата Чепинци - Станция Орландовци,,3,,BE1E2D,FFFFFF,,,
A195,A,49,Автостанция Банкя - Кв.Клисура - Автостанция Банкя,,3,,BE1E2D,FFFFFF,,,
TB4,A,8,Ж.к. Гоце Делчев - Кино Одеон - Ж.к. Гоце Делчев,,11,,27AAE1,FFFFFF,,,
A80,A,75,ПЛ. ОРЛОВ МОСТ - АВТОСТАНЦИЯ ГЕО МИЛЕВ - ПЛ. ОРЛОВ МОСТ,,3,,BE1E2D,FFFFFF,,,
A104,A,27,Село Кътина - МЕТРОСТАНЦИЯ КНЯГИНЯ МАРИЯ ЛУИЗА - Село Кътина,,3,,BE1E2D,FFFFFF,,,
A99,A,84,УЛ. ГЕН. ГУРКО - РАЗКЛОНА ЗА ЛЕТИЩЕТО - УЛ. ГЕН. ГУРКО,,3,,BE1E2D,FFFFFF,,,
A44,A,101,ФОНДОВИ ЖИЛИЩА - ЦЕНТРАЛНА ГАРА - ФОНДОВИ ЖИЛИЩА,,3,,BE1E2D,FFFFFF,,,
TM47,A,22A,Младежки театър - Ж.К. КРАСНА ПОЛЯНА - Младежки театър,,0,,F7941D,FFFFFF,,,
TB9,A,2,СУ. СВ. КЛИМЕНТ ОХРИДСКИ - Ж.к.Бъкстон - СУ. СВ. КЛИМЕНТ ОХРИДСКИ,,11,,27AAE1,FFFFFF,,,
A121,A,8TM,Ж.К.ЛЮЛИН 5 - Ж.К. ЗАПАДЕН ПАРК - Ж.К.ЛЮЛИН 5,,3,,BE1E2D,FFFFFF,,,
TM56,A,21,ДЕПО ИСКЪР - Ж.К. ГЕО МИЛЕВ - ДЕПО ИСКЪР,,0,,F7941D,FFFFFF,,,
TB40,A,Д1,Ж.к. Красно село - Ж.к. Гоце Делчев - Ж.к. Красно село,,11,,27AAE1,FFFFFF,,,
A77,A,67,КВ. СИМЕОНОВО - СЕМИНАРИЯТА - КВ. СИМЕОНОВО,,3,,BE1E2D,FFFFFF,,,
A100,A,404,ЦЕНТРАЛНА ГАРА - АП ДРУЖБА - ЦЕНТРАЛНА ГАРА,,3,,BE1E2D,FFFFFF,,,
A38,A,12,АВТОСТАНЦИЯ ИЗТОК - СЕЛО ДОЛНИ БОГРОВ - АВТОСТАНЦИЯ ИЗТОК,,3,,BE1E2D,FFFFFF,,,
A85,A,213,Ж.К. МЛАДОСТ 4 - ПЛОЩАД ЦЕНТРАЛНА ГАРА - Ж.К. МЛАДОСТ 4,,3,,BE1E2D,FFFFFF,,,
A29,A,107,КВ. КАРПУЗИЦА - Бул. Никола Петков - КВ. КАРПУЗИЦА,,3,,BE1E2D,FFFFFF,,,
A90,A,413,"Технополис ж,к. Младост 4 - ПЛОЩАД ЦЕНТРАЛНА ГАРА - Технополис ж,к. Младост 4",,3,,BE1E2D,FFFFFF,,,
A68,A,3,ХОТЕЛ ПЛИСКА - СЕЛО ДОЛНИ ПАСАРЕЛ - ХОТЕЛ ПЛИСКА,,3,,BE1E2D,FFFFFF,,,
A26,A,108,ж.к. Люлин -5 - Хюндай България - ж.к. Люлин -5,,3,,BE1E2D,FFFFFF,,,
A58,A,280,СТУДЕНТСКИ ГРАД - ВОЕННА АКАДЕМИЯ - СТУДЕНТСКИ ГРАД,,3,,BE1E2D,FFFFFF,,,
A78,A,69,ЦАРЕВА МАХАЛА - НСБАЛ ПО ОНКОЛОГИЯ - ЦАРЕВА МАХАЛА,,3,,BE1E2D,FFFFFF,,,
A50,A,29,Село Мировяне - Автостанция Илиянци - Село Мировяне,,3,,BE1E2D,FFFFFF,,,
A48,A,26,МОДНА КЪЩА АГРЕСИЯ - НАЧАЛО КВ. ГНИЛЯНЕ - МОДНА КЪЩА АГРЕСИЯ,,3,,BE1E2D,FFFFFF,,,
A248,A,19,Кв. Обеля - Ж.к. Обеля 1 - Кв. Обеля,,3,,BE1E2D,FFFFFF,,,
TB39,A,73,Ж.К. МЛАДОСТ-1 - Ж.К. ОВЧА КУПЕЛ-2 - Ж.К. МЛАДОСТ-1,,11,,27AAE1,FFFFFF,,,
A168,A,7TM,БУЛ. ЧЕРНИ ВРЪХ - НИМ - БУЛ. ЧЕРНИ ВРЪХ,,3,,BE1E2D,FFFFFF,,,
A13,A,31,КВ. ОБЕЛЯ - СЕЛО ГОЛЯНОВЦИ - КВ. ОБЕЛЯ,,3,,BE1E2D,FFFFFF,,,
A36,A,119,СУПЕРМАРКЕТ - АВТОСТАНЦИЯ ИЗТОК - СУПЕРМАРКЕТ,,3,,BE1E2D,FFFFFF,,,
A227,A,N4,Ж.К. ГОЦЕ ДЕЛЧЕВ - Ж.К. ДРУЖБА-2 - Ж.К. ГОЦЕ ДЕЛЧЕВ,,3,,000000,FFFFFF,,,
A200,A,314,Село Бистрица - Ж.К. МЛАДОСТ 1 - Село Бистрица,,3,,BE1E2D,FFFFFF,,,
TB1,A,4,ПЛОЩАД  НА АВИАЦИЯТА - БУЛ. ПРОФ.ЦВ. ЛАЗАРОВ - ПЛОЩАД  НА АВИАЦИЯТА,,11,,27AAE1,FFFFFF,,,
TB25,A,84,"УЛ. ГЕН. ГУРКО - Бл.108, ж.к. Дружба-1 - УЛ. ГЕН. ГУРКО",,11,,27AAE1,FFFFFF,,,
A75,A,10,КВ. БУСМАНЦИ - КВ. Д. МИЛЕНКОВ - КВ. БУСМАНЦИ,,3,,BE1E2D,FFFFFF,,,
A69,A,4,Ж.К. МЛАДОСТ-1 - КОКАЛЯНСКО ХАНЧЕ - Ж.К. МЛАДОСТ-1,,3,,BE1E2D,FFFFFF,,,
A254,A,803,КАНТОНА - МЕТРОСТАНЦИЯ ГОРНА БАНЯ - КАНТОНА,,3,,BE1E2D,FFFFFF,,,
A52,A,78,ЦЕНТРАЛНА ГАРА - ПЛОЩАДА КВ. ВРАЖДЕБНА - ЦЕНТРАЛНА ГАРА,,3,,BE1E2D,FFFFFF,,,
A46,A,24,АВТОСТАНЦИЯ ОРЛАНДОВЦИ - МАНАСТИР СВ. МИНА - АВТОСТАНЦИЯ ОРЛАНДОВЦИ,,3,,BE1E2D,FFFFFF,,,
A109,A,30,СЕЛО БАЛША - Ул. Обелски могили - СЕЛО БАЛША,,3,,BE1E2D,FFFFFF,,,
